id,Marca,Modelo,Ano,Valor,Codigo Fipe
FUSCO MOTOSEGURA - CARGA Gás 160cc - 2019,FUSCO MOTOSEGURA,CARGA Gás 160cc,2019,R$ 19.329,00, 887004-7
DAFRA - CITYCOM HD 300i - 2023,DAFRA,CITYCOM HD 300i,2023,R$ 25.560,00, 861027-4
FUSCO MOTOSEGURA - CARGA Gás 160cc - 2021,FUSCO MOTOSEGURA,CARGA Gás 160cc,2021,R$ 25.491,00, 887004-7
DAFRA - CITYCOM HD 300i - 32000,DAFRA,CITYCOM HD 300i,32000,R$ 26.490,00, 861027-4
AGRALE - DAKAR 30.0 190cc - 1992,AGRALE,DAKAR 30.0 190cc,1992,R$ 1.543,00, 801004-8
DAYUN - DY200ZH  (triciclo carga) - 2011,DAYUN,DY200ZH  (triciclo carga),2011,R$ 7.459,00, 860009-0
FUSCO MOTOSEGURA - CARGA Gás 160cc - 2017,FUSCO MOTOSEGURA,CARGA Gás 160cc,2017,R$ 17.445,00, 887004-7
DAFRA - NEXT 300cc - 2020,DAFRA,NEXT 300cc,2020,R$ 16.768,00, 861024-0
DAFRA - CITYCOM HD 300i - 2022,DAFRA,CITYCOM HD 300i,2022,R$ 24.519,00, 861027-4
DAFRA - SMART 125cc - 2011,DAFRA,SMART 125cc,2011,R$ 4.879,00, 861008-8
IROS - MATRIX 150 - 2011,IROS,MATRIX 150,2011,R$ 3.478,00, 867009-9
DAFRA - SMART 125cc - 2010,DAFRA,SMART 125cc,2010,R$ 4.477,00, 861008-8
EMME - MIRAGE 50cc - 1997,EMME,MIRAGE 50cc,1997,R$ 1.285,00, 809001-7
HARLEY-DAVIDSON - CVO BREAKOUT FXSBSE - 2013,HARLEY-DAVIDSON,CVO BREAKOUT FXSBSE,2013,R$ 90.371,00, 810069-1
DAFRA - SMART 125cc - 2015,DAFRA,SMART 125cc,2015,R$ 5.930,00, 861008-8
IROS - MOVING 125 ESD - 2012,IROS,MOVING 125 ESD,2012,R$ 2.933,00, 867007-2
DERBI - PREDATOR AR 49cc - 2001,DERBI,PREDATOR AR 49cc,2001,R$ 3.571,00, 844005-0
FUSCO MOTOSEGURA - CARGA Baú 125cc - 2018,FUSCO MOTOSEGURA,CARGA Baú 125cc,2018,R$ 17.874,00, 887001-2
IROS - VINTAGE 150 - 2010,IROS,VINTAGE 150,2010,R$ 3.520,00, 867008-0
IROS - MOVING 125 ESD - 2013,IROS,MOVING 125 ESD,2013,R$ 3.179,00, 867007-2
DAFRA - SMART 125cc - 2014,DAFRA,SMART 125cc,2014,R$ 5.598,00, 861008-8
IROS - MOVING 125 ES - 2012,IROS,MOVING 125 ES,2012,R$ 2.814,00, 867006-4
BUENO - JBr 125e - 2012,BUENO,JBr 125e,2012,R$ 2.707,00, 866001-8
BUENO - JBr 125e - 2011,BUENO,JBr 125e,2011,R$ 2.479,00, 866001-8
BRP - can-am Spyder 1330 RT-Limited - 2019,BRP,can-am Spyder 1330 RT-Limited,2019,R$ 122.795,00, 864018-1
BUENO - JBr 125e - 2009,BUENO,JBr 125e,2009,R$ 2.341,00, 866001-8
BRP - can-am Spyder 1330 RT-Limited - 2017,BRP,can-am Spyder 1330 RT-Limited,2017,R$ 103.239,00, 864018-1
BRP - can-am Spyder 1330 RT-Limited - 2018,BRP,can-am Spyder 1330 RT-Limited,2018,R$ 113.779,00, 864018-1
DAYANG - DY125-36A - 2008,DAYANG,DY125-36A,2008,R$ 3.575,00, 857009-4
DAYANG - DY110-20 - 2010,DAYANG,DY110-20,2010,R$ 2.109,00, 857002-7
DAYANG - DY110-20 - 2009,DAYANG,DY110-20,2009,R$ 1.999,00, 857002-7
DAYANG - DY110-20 - 2007,DAYANG,DY110-20,2007,R$ 1.741,00, 857002-7
DAYANG - DY100-31 - 2008,DAYANG,DY100-31,2008,R$ 1.895,00, 857007-8
DAYANG - DY110-20 - 2008,DAYANG,DY110-20,2008,R$ 1.920,00, 857002-7
BIMOTA - Tesi 3D 1100cc ( Alumínio) - 2010,BIMOTA,Tesi 3D 1100cc ( Alumínio),2010,R$ 58.336,00, 828009-6
BRP - can-am Spyder 1330 RT-Limited - 2016,BRP,can-am Spyder 1330 RT-Limited,2016,R$ 87.247,00, 864018-1
BRP - can-am Spyder 1330 RT-Limited - 2014,BRP,can-am Spyder 1330 RT-Limited,2014,R$ 77.354,00, 864018-1
FYM - FY150T-18 150cc - 2008,FYM,FY150T-18 150cc,2008,R$ 3.287,00, 849008-2
BRP - can-am Spyder 1330 RT-S - 2014,BRP,can-am Spyder 1330 RT-S,2014,R$ 65.767,00, 864019-0
FYM - FY250 250cc - 2008,FYM,FY250 250cc,2008,R$ 7.199,00, 849002-3
BIMOTA - Tesi 3D 1100cc ( Alumínio) - 2009,BIMOTA,Tesi 3D 1100cc ( Alumínio),2009,R$ 49.691,00, 828009-6
BRP - can-am Spyder 1330 RT-S - 2015,BRP,can-am Spyder 1330 RT-S,2015,R$ 71.724,00, 864019-0
FYM - FY125Y-3 125cc - 2006,FYM,FY125Y-3 125cc,2006,R$ 3.761,00, 849006-6
FYM - FY125-20 Sachs 125cc - 2008,FYM,FY125-20 Sachs 125cc,2008,R$ 5.064,00, 849001-5
HUSQVARNA - TC 570 - 2001,HUSQVARNA,TC 570,2001,R$ 10.844,00, 812012-9
FYM - FY250 250cc - 2007,FYM,FY250 250cc,2007,R$ 6.665,00, 849002-3
DAYANG - DY150-28 THOR - 2014,DAYANG,DY150-28 THOR,2014,R$ 4.847,00, 857017-5
FYM - FY150T-18 150cc - 2007,FYM,FY150T-18 150cc,2007,R$ 2.737,00, 849008-2
HAOBAO - HB150 - 2013,HAOBAO,HB150,2013,R$ 3.024,00, 856004-8
FYM - FY125EY-2 125cc - 2008,FYM,FY125EY-2 125cc,2008,R$ 2.750,00, 849007-4
DAYANG - DY150-28 THOR - 2016,DAYANG,DY150-28 THOR,2016,R$ 5.428,00, 857017-5
BUENO - JBr 150e - 2011,BUENO,JBr 150e,2011,R$ 2.895,00, 866002-6
DAYANG - DY150-28 THOR - 2015,DAYANG,DY150-28 THOR,2015,R$ 5.089,00, 857017-5
FYM - FY125EY-2 125cc - 2006,FYM,FY125EY-2 125cc,2006,R$ 2.292,00, 849007-4
FYM - FY125-19 125cc - 2007,FYM,FY125-19 125cc,2007,R$ 1.895,00, 849004-0
HAOBAO - HB150 - 2009,HAOBAO,HB150,2009,R$ 2.847,00, 856004-8
FYM - FY150-3 150cc - 2006,FYM,FY150-3 150cc,2006,R$ 1.751,00, 849005-8
HAOBAO - HB150 - 2011,HAOBAO,HB150,2011,R$ 2.947,00, 856004-8
HAOBAO - HB150 - 2008,HAOBAO,HB150,2008,R$ 2.521,00, 856004-8
FYM - FY125-19 125cc - 2006,FYM,FY125-19 125cc,2006,R$ 1.745,00, 849004-0
FYM - FY125-19 125cc - 2008,FYM,FY125-19 125cc,2008,R$ 2.094,00, 849004-0
BUENO - JBr 150e - 2009,BUENO,JBr 150e,2009,R$ 2.480,00, 866002-6
HAOBAO - HB150 - 2014,HAOBAO,HB150,2014,R$ 3.347,00, 856004-8
DAYANG - DY150-12 - 2008,DAYANG,DY150-12,2008,R$ 3.578,00, 857003-5
KAWASAKI - Z 900RS - 32000,KAWASAKI,Z 900RS,32000,R$ 62.715,00, 817076-2
HUSABERG - FE 501 500cc - 2002,HUSABERG,FE 501 500cc,2002,R$ 11.744,00, 835001-9
KAHENA - 125 K-TOP - 2009,KAHENA,125 K-TOP,2009,R$ 2.515,00, 815005-2
KAHENA - 125 TOP - 2009,KAHENA,125 TOP,2009,R$ 2.854,00, 815004-4
HUSABERG - FE 501 500cc - 1999,HUSABERG,FE 501 500cc,1999,R$ 10.275,00, 835001-9
KAHENA - 125 K-TOP - 2011,KAHENA,125 K-TOP,2011,R$ 3.125,00, 815005-2
KAWASAKI - Z 900RS - 2022,KAWASAKI,Z 900RS,2022,R$ 60.238,00, 817076-2
GARINNI - GR150T3/ GR150TI - 2006,GARINNI,GR150T3/ GR150TI,2006,R$ 2.162,00, 847004-9
GARINNI - GR150T3/ GR150TI - 2007,GARINNI,GR150T3/ GR150TI,2007,R$ 2.376,00, 847004-9
HUSABERG - FE 501 500cc - 2003,HUSABERG,FE 501 500cc,2003,R$ 12.747,00, 835001-9
GARINNI - GR150T3/ GR150TI - 2008,GARINNI,GR150T3/ GR150TI,2008,R$ 2.852,00, 847004-9
GARINNI - GR150T3/ GR150TI - 2009,GARINNI,GR150T3/ GR150TI,2009,R$ 3.049,00, 847004-9
KAHENA - 125 TOP - 2010,KAHENA,125 TOP,2010,R$ 3.019,00, 815004-4
HERO - ANKUR 50 - 1995,HERO,ANKUR 50,1995,R$ 479,00, 841003-8
HUSABERG - FE 501 500cc - 2000,HUSABERG,FE 501 500cc,2000,R$ 10.914,00, 835001-9
KAHENA - 125 K-TOP - 2010,KAHENA,125 K-TOP,2010,R$ 2.718,00, 815005-2
KAHENA - 125 TOP - 2011,KAHENA,125 TOP,2011,R$ 3.128,00, 815004-4
HERO - ANKUR 50 - 1997,HERO,ANKUR 50,1997,R$ 677,00, 841003-8
HERO - ANKUR 50 - 1996,HERO,ANKUR 50,1996,R$ 555,00, 841003-8
GARINNI - GR150U - 2006,GARINNI,GR150U,2006,R$ 2.307,00, 847005-7
WUYANG - JET+ 50 - 2018,WUYANG,JET+ 50,2018,R$ 4.369,00, 851008-3
WUYANG - JET+ 50 - 2017,WUYANG,JET+ 50,2017,R$ 3.963,00, 851008-3
WUYANG - WY 48Q-2 LIBERTY 50 - 2014,WUYANG,WY 48Q-2 LIBERTY 50,2014,R$ 2.796,00, 851005-9
WUYANG - WY 48Q-2 LIBERTY 50 - 2015,WUYANG,WY 48Q-2 LIBERTY 50,2015,R$ 2.994,00, 851005-9
AGRALE - CITY 50 - 1998,AGRALE,CITY 50,1998,R$ 1.423,00, 801002-1
AGRALE - SXT 27.5 E 190cc - 1995,AGRALE,SXT 27.5 E 190cc,1995,R$ 2.479,00, 801017-0
AGRALE - DAKAR 50 - 1997,AGRALE,DAKAR 50,1997,R$ 1.647,00, 801005-6
AGRALE - DAKAR 50 - 2000,AGRALE,DAKAR 50,2000,R$ 2.294,00, 801005-6
AGRALE - SUPER CITY 150 - 1996,AGRALE,SUPER CITY 150,1996,R$ 4.751,00, 801016-1
WUYANG - JET+ 50 - 2016,WUYANG,JET+ 50,2016,R$ 3.774,00, 851008-3
AGRALE - JUNIOR 50 - 1996,AGRALE,JUNIOR 50,1996,R$ 1.101,00, 801012-9
AGRALE - DAKAR 50 - 1999,AGRALE,DAKAR 50,1999,R$ 2.026,00, 801005-6
AGRALE - SXT 27.5 E 190cc - 1991,AGRALE,SXT 27.5 E 190cc,1991,R$ 1.660,00, 801017-0
AGRALE - SUPER CITY 150 - 1995,AGRALE,SUPER CITY 150,1995,R$ 4.485,00, 801016-1
AGRALE - SXT 27.5 E 190cc - 1993,AGRALE,SXT 27.5 E 190cc,1993,R$ 2.053,00, 801017-0
AGRALE - SUPER CITY 150 - 1994,AGRALE,SUPER CITY 150,1994,R$ 4.013,00, 801016-1
AGRALE - SXT 27.5 E 190cc - 1992,AGRALE,SXT 27.5 E 190cc,1992,R$ 1.978,00, 801017-0
AGRALE - DAKAR 50 - 1998,AGRALE,DAKAR 50,1998,R$ 1.734,00, 801005-6
AGRALE - SXT 27.5 E 190cc - 1994,AGRALE,SXT 27.5 E 190cc,1994,R$ 2.125,00, 801017-0
AGRALE - ELEFANT 27.5 190cc - 1991,AGRALE,ELEFANT 27.5 190cc,1991,R$ 1.469,00, 801006-4
TRAXX - JH 125 L/ FLY - 2006,TRAXX,JH 125 L/ FLY,2006,R$ 2.444,00, 814002-2
TRAXX - JH 125 L/ FLY - 1997,TRAXX,JH 125 L/ FLY,1997,R$ 1.531,00, 814002-2
TRAXX - JH 125 L/ FLY - 1998,TRAXX,JH 125 L/ FLY,1998,R$ 1.713,00, 814002-2
TRAXX - JH 125 L/ FLY - 2010,TRAXX,JH 125 L/ FLY,2010,R$ 3.190,00, 814002-2
TRAXX - JH 125 L/ FLY - 2008,TRAXX,JH 125 L/ FLY,2008,R$ 2.795,00, 814002-2
AGRALE - TCHAU 50 - 2003,AGRALE,TCHAU 50,2003,R$ 1.660,00, 801019-6
Benelli - TNT 1130 Sport evo - 2008,Benelli,TNT 1130 Sport evo,2008,R$ 30.638,00, 870002-8
BAJAJ - CHAMPION 45 100cc - 1997,BAJAJ,CHAMPION 45 100cc,1997,R$ 1.066,00, 837001-0
Benelli - TNT 899 - 2014,Benelli,TNT 899,2014,R$ 56.022,00, 870001-0
AGRALE - DAKAR 30.0 190cc - 1993,AGRALE,DAKAR 30.0 190cc,1993,R$ 1.859,00, 801004-8
AGRALE - TCHAU 50 - 2002,AGRALE,TCHAU 50,2002,R$ 1.607,00, 801019-6
TRAXX - JH 125 L/ FLY - 1995,TRAXX,JH 125 L/ FLY,1995,R$ 1.295,00, 814002-2
AGRALE - TCHAU 50 - 2000,AGRALE,TCHAU 50,2000,R$ 1.495,00, 801019-6
TRAXX - JH 125 L/ FLY - 2002,TRAXX,JH 125 L/ FLY,2002,R$ 2.096,00, 814002-2
AGRALE - FORCE 50 - 1999,AGRALE,FORCE 50,1999,R$ 1.958,00, 801010-2
AGRALE - SXT 27.5 EX 190cc - 1992,AGRALE,SXT 27.5 EX 190cc,1992,R$ 2.779,00, 801018-8
AGRALE - TCHAU 50 - 2001,AGRALE,TCHAU 50,2001,R$ 1.552,00, 801019-6
AGRALE - SXT 27.5 EX 190cc - 1995,AGRALE,SXT 27.5 EX 190cc,1995,R$ 3.022,00, 801018-8
TRAXX - JH 125 L/ FLY - 1996,TRAXX,JH 125 L/ FLY,1996,R$ 1.446,00, 814002-2
AGRALE - ELEFANT 27.5 190cc - 1990,AGRALE,ELEFANT 27.5 190cc,1990,R$ 1.431,00, 801006-4
AGRALE - SST 13.5 125cc - 1993,AGRALE,SST 13.5 125cc,1993,R$ 1.094,00, 801014-5
TRAXX - JH 125 L/ FLY - 2000,TRAXX,JH 125 L/ FLY,2000,R$ 1.912,00, 814002-2
AGRALE - SXT 27.5 E 190cc - 1990,AGRALE,SXT 27.5 E 190cc,1990,R$ 1.561,00, 801017-0
AGRALE - SXT 27.5 EX 190cc - 1993,AGRALE,SXT 27.5 EX 190cc,1993,R$ 2.858,00, 801018-8
AGRALE - SXT 27.5 EX 190cc - 1994,AGRALE,SXT 27.5 EX 190cc,1994,R$ 2.939,00, 801018-8
AGRALE - FORCE 90 - 1997,AGRALE,FORCE 90,1997,R$ 1.817,00, 801011-0
TRAXX - JH 125 L/ FLY - 2012,TRAXX,JH 125 L/ FLY,2012,R$ 3.540,00, 814002-2
AGRALE - FORCE 90 - 1999,AGRALE,FORCE 90,1999,R$ 2.242,00, 801011-0
AGRALE - TCHAU 50 - 1999,AGRALE,TCHAU 50,1999,R$ 1.443,00, 801019-6
TRAXX - JH 125 L/ FLY - 2009,TRAXX,JH 125 L/ FLY,2009,R$ 3.089,00, 814002-2
AGRALE - JUNIOR 50 - 1995,AGRALE,JUNIOR 50,1995,R$ 1.058,00, 801012-9
AGRALE - FORCE 90 - 1998,AGRALE,FORCE 90,1998,R$ 1.941,00, 801011-0
AGRALE - CITY 90 - 1998,AGRALE,CITY 90,1998,R$ 1.943,00, 801003-0
AGRALE - SXT 27.5 EX 190cc - 1996,AGRALE,SXT 27.5 EX 190cc,1996,R$ 3.281,00, 801018-8
BAJAJ - CHAMPION 45 100cc - 1998,BAJAJ,CHAMPION 45 100cc,1998,R$ 1.130,00, 837001-0
AGRALE - TCHAU 50 - 1996,AGRALE,TCHAU 50,1996,R$ 1.390,00, 801019-6
AGRALE - ELEFANTRE 16.5 ES 125cc - 1994,AGRALE,ELEFANTRE 16.5 ES 125cc,1994,R$ 1.744,00, 801008-0
AGRALE - ELEFANTRE 16.5 ES 125cc - 1991,AGRALE,ELEFANTRE 16.5 ES 125cc,1991,R$ 1.278,00, 801008-0
TRAXX - JH 125 L/ FLY - 2007,TRAXX,JH 125 L/ FLY,2007,R$ 2.557,00, 814002-2
AGRALE - SXT 27.5 EX 190cc - 1991,AGRALE,SXT 27.5 EX 190cc,1991,R$ 2.274,00, 801018-8
AGRALE - ELEFANTRE 16.5 ES 125cc - 1990,AGRALE,ELEFANTRE 16.5 ES 125cc,1990,R$ 1.228,00, 801008-0
AGRALE - DAKAR 30.0 190cc - 1990,AGRALE,DAKAR 30.0 190cc,1990,R$ 1.310,00, 801004-8
AGRALE - ELEFANTRE 16.5 ES 125cc - 1992,AGRALE,ELEFANTRE 16.5 ES 125cc,1992,R$ 1.321,00, 801008-0
TRAXX - CJ 50-F - 1997,TRAXX,CJ 50-F,1997,R$ 665,00, 814001-4
AGRALE - SST 13.5 125cc - 1991,AGRALE,SST 13.5 125cc,1991,R$ 987,00, 801014-5
AGRALE - SST 13.5 125cc - 1995,AGRALE,SST 13.5 125cc,1995,R$ 1.237,00, 801014-5
AGRALE - SST 13.5 125cc - 1998,AGRALE,SST 13.5 125cc,1998,R$ 1.674,00, 801014-5
WUYANG - MIND X50q - 2017,WUYANG,MIND X50q,2017,R$ 5.011,00, 851006-7
AGRALE - ELEFANTRE 16.5 ES 125cc - 1993,AGRALE,ELEFANTRE 16.5 ES 125cc,1993,R$ 1.419,00, 801008-0
AGRALE - SST 13.5 125cc - 1994,AGRALE,SST 13.5 125cc,1994,R$ 1.158,00, 801014-5
TRAXX - CJ 50-F - 1996,TRAXX,CJ 50-F,1996,R$ 565,00, 814001-4
WUYANG - MIND X50q - 2016,WUYANG,MIND X50q,2016,R$ 4.721,00, 851006-7
TRAXX - JH 125 L/ FLY - 2011,TRAXX,JH 125 L/ FLY,2011,R$ 3.342,00, 814002-2
AGRALE - TCHAU 50 - 2004,AGRALE,TCHAU 50,2004,R$ 1.846,00, 801019-6
AGRALE - FORCE 50 - 1998,AGRALE,FORCE 50,1998,R$ 1.747,00, 801010-2
AGRALE - FORCE 50 - 2000,AGRALE,FORCE 50,2000,R$ 2.133,00, 801010-2
WUYANG - MIND X50q - 32000,WUYANG,MIND X50q,32000,R$ 8.759,00, 851006-7
WUYANG - MIND X50q - 2018,WUYANG,MIND X50q,2018,R$ 5.457,00, 851006-7
AGRALE - SST 13.5 125cc - 1996,AGRALE,SST 13.5 125cc,1996,R$ 1.389,00, 801014-5
AGRALE - SST 13.5 125cc - 1992,AGRALE,SST 13.5 125cc,1992,R$ 1.036,00, 801014-5
WUYANG - MIND X50q - 2019,WUYANG,MIND X50q,2019,R$ 6.505,00, 851006-7
AGRALE - SST 13.5 125cc - 1997,AGRALE,SST 13.5 125cc,1997,R$ 1.584,00, 801014-5
TRAXX - CJ 50-F - 2000,TRAXX,CJ 50-F,2000,R$ 729,00, 814001-4
AGRALE - TCHAU 50 - 1995,AGRALE,TCHAU 50,1995,R$ 1.308,00, 801019-6
WUYANG - MIND X50q - 2020,WUYANG,MIND X50q,2020,R$ 8.053,00, 851006-7
TRAXX - JH 125 L/ FLY - 2005,TRAXX,JH 125 L/ FLY,2005,R$ 2.284,00, 814002-2
BMW - C 600 Sport - 2014,BMW,C 600 Sport,2014,R$ 49.074,00, 803053-7
VENTO - REBELLIAN 250 - 2011,VENTO,REBELLIAN 250,2011,R$ 5.696,00, 877001-8
BIMOTA - DB7 1099cc - 2010,BIMOTA,DB7 1099cc,2010,R$ 72.229,00, 828007-0
BMW - C 600 Sport - 2013,BMW,C 600 Sport,2013,R$ 44.031,00, 803053-7
BMW - F 750 GS Sport - 2022,BMW,F 750 GS Sport,2022,R$ 58.717,00, 803066-9
BMW - C 600 Sport - 2015,BMW,C 600 Sport,2015,R$ 50.427,00, 803053-7
BIMOTA - SBR8 SPECIAL 996cc - 2000,BIMOTA,SBR8 SPECIAL 996cc,2000,R$ 49.644,00, 828003-7
BUELL - 1125CR - 2009,BUELL,1125CR,2009,R$ 26.688,00, 846009-4
BMW - K 1600 GTL Exclusive - 2016,BMW,K 1600 GTL Exclusive,2016,R$ 127.952,00, 803054-5
BUELL - 1125R - 2008,BUELL,1125R,2008,R$ 24.900,00, 846006-0
BMW - K 1200 LT - 2005,BMW,K 1200 LT,2005,R$ 45.612,00, 803004-9
DERBI - SENDA SM 49cc - 2001,DERBI,SENDA SM 49cc,2001,R$ 3.270,00, 844002-6
BMW - F 750 GS Sport - 2019,BMW,F 750 GS Sport,2019,R$ 51.023,00, 803066-9
DAELIM - VF 125 D - 1996,DAELIM,VF 125 D,1996,R$ 2.290,00, 807004-0
DERBI - GPR 50R 49cc - 2001,DERBI,GPR 50R 49cc,2001,R$ 3.864,00, 844007-7
DAELIM - ALTINO 100cc - 2000,DAELIM,ALTINO 100cc,2000,R$ 1.633,00, 807001-6
DAELIM - ALTINO 100cc - 1999,DAELIM,ALTINO 100cc,1999,R$ 1.541,00, 807001-6
DAELIM - VX 125 - 1996,DAELIM,VX 125,1996,R$ 2.278,00, 807007-5
DAELIM - ALTINO 100cc - 1998,DAELIM,ALTINO 100cc,1998,R$ 1.497,00, 807001-6
DAELIM - ALTINO 100cc - 1997,DAELIM,ALTINO 100cc,1997,R$ 1.303,00, 807001-6
DAELIM - VS 125 CUSTOM - 1999,DAELIM,VS 125 CUSTOM,1999,R$ 3.479,00, 807005-9
DERBI - RED BULLET 49cc - 2001,DERBI,RED BULLET 49cc,2001,R$ 3.619,00, 844004-2
DERBI - ATLANTIS 49cc - 2001,DERBI,ATLANTIS 49cc,2001,R$ 2.952,00, 844003-4
DAELIM - VT 125 CUSTOM  MAGMA - 1999,DAELIM,VT 125 CUSTOM  MAGMA,1999,R$ 4.894,00, 807006-7
TRIUMPH - BONNEVILLE 750cc/ 790cc / 865cc - 2001,TRIUMPH,BONNEVILLE 750cc/ 790cc / 865cc,2001,R$ 12.945,00, 826021-4
TRIUMPH - DAYTONA 1200 - 1995,TRIUMPH,DAYTONA 1200,1995,R$ 13.923,00, 826002-8
TRIUMPH - DAYTONA 1200 - 1996,TRIUMPH,DAYTONA 1200,1996,R$ 14.620,00, 826002-8
TRIUMPH - BONNEVILLE 750cc/ 790cc / 865cc - 2004,TRIUMPH,BONNEVILLE 750cc/ 790cc / 865cc,2004,R$ 17.472,00, 826021-4
TRIUMPH - BONNEVILLE 750cc/ 790cc / 865cc - 2006,TRIUMPH,BONNEVILLE 750cc/ 790cc / 865cc,2006,R$ 20.748,00, 826021-4
TRIUMPH - SPRINT 900 - 1996,TRIUMPH,SPRINT 900,1996,R$ 12.613,00, 826009-5
TRIUMPH - BONNEVILLE T120 - 2017,TRIUMPH,BONNEVILLE T120,2017,R$ 41.183,00, 826055-9
TRIUMPH - BONNEVILLE 750cc/ 790cc / 865cc - 2002,TRIUMPH,BONNEVILLE 750cc/ 790cc / 865cc,2002,R$ 13.558,00, 826021-4
TRIUMPH - BONNEVILLE 750cc/ 790cc / 865cc - 2009,TRIUMPH,BONNEVILLE 750cc/ 790cc / 865cc,2009,R$ 22.278,00, 826021-4
TRIUMPH - SCRAMBLER 900cc - 2006,TRIUMPH,SCRAMBLER 900cc,2006,R$ 24.306,00, 826031-1
TRIUMPH - SPRINT 900 - 1998,TRIUMPH,SPRINT 900,1998,R$ 14.199,00, 826009-5
TRIUMPH - BONNEVILLE T120 - 2016,TRIUMPH,BONNEVILLE T120,2016,R$ 36.815,00, 826055-9
TRIUMPH - SCRAMBLER 900cc - 2007,TRIUMPH,SCRAMBLER 900cc,2007,R$ 24.993,00, 826031-1
TRIUMPH - BONNEVILLE 750cc/ 790cc / 865cc - 2005,TRIUMPH,BONNEVILLE 750cc/ 790cc / 865cc,2005,R$ 18.132,00, 826021-4
TRIUMPH - SPRINT 900 - 2000,TRIUMPH,SPRINT 900,2000,R$ 15.507,00, 826009-5
TRIUMPH - BONNEVILLE T120 - 2018,TRIUMPH,BONNEVILLE T120,2018,R$ 45.970,00, 826055-9
TRIUMPH - BONNEVILLE BOBBER 1200cc - 2018,TRIUMPH,BONNEVILLE BOBBER 1200cc,2018,R$ 51.862,00, 826060-5
TRIUMPH - BONNEVILLE 750cc/ 790cc / 865cc - 2010,TRIUMPH,BONNEVILLE 750cc/ 790cc / 865cc,2010,R$ 23.993,00, 826021-4
TRIUMPH - SPRINT 900 - 1997,TRIUMPH,SPRINT 900,1997,R$ 13.657,00, 826009-5
TRIUMPH - SPRINT 900 - 1999,TRIUMPH,SPRINT 900,1999,R$ 14.740,00, 826009-5
TRIUMPH - ROCKET III R 2500cc - 2022,TRIUMPH,ROCKET III R 2500cc,2022,R$ 118.927,00, 826074-5
TRIUMPH - DAYTONA 1200 - 1994,TRIUMPH,DAYTONA 1200,1994,R$ 11.892,00, 826002-8
TRIUMPH - BONNEVILLE 750cc/ 790cc / 865cc - 2007,TRIUMPH,BONNEVILLE 750cc/ 790cc / 865cc,2007,R$ 21.391,00, 826021-4
TRIUMPH - ROCKET III 2300cc - 2008,TRIUMPH,ROCKET III 2300cc,2008,R$ 48.994,00, 826025-7
TRIUMPH - SCRAMBLER 1200 XE - 2019,TRIUMPH,SCRAMBLER 1200 XE,2019,R$ 64.400,00, 826071-0
TRIUMPH - LEGEND 900 - 2001,TRIUMPH,LEGEND 900,2001,R$ 18.064,00, 826006-0
TRIUMPH - DAYTONA SUPER III - 1996,TRIUMPH,DAYTONA SUPER III,1996,R$ 20.479,00, 826004-4
TRIUMPH - LEGEND 900 - 2000,TRIUMPH,LEGEND 900,2000,R$ 15.550,00, 826006-0
TRIUMPH - DAYTONA SUPER III - 1995,TRIUMPH,DAYTONA SUPER III,1995,R$ 18.748,00, 826004-4
TRIUMPH - BONNEVILLE BOBBER 1200cc - 2017,TRIUMPH,BONNEVILLE BOBBER 1200cc,2017,R$ 50.438,00, 826060-5
TRIUMPH - ROCKET III R 2500cc - 2021,TRIUMPH,ROCKET III R 2500cc,2021,R$ 115.953,00, 826074-5
TRIUMPH - DAYTONA 675i - 2010,TRIUMPH,DAYTONA 675i,2010,R$ 31.938,00, 826030-3
TRIUMPH - DAYTONA 675i - 2009,TRIUMPH,DAYTONA 675i,2009,R$ 30.183,00, 826030-3
TRIUMPH - DAYTONA 955i - 2007,TRIUMPH,DAYTONA 955i,2007,R$ 21.322,00, 826026-5
TRIUMPH - SPRINT 900 - 1995,TRIUMPH,SPRINT 900,1995,R$ 12.218,00, 826009-5
TRIUMPH - ROCKET III 2300cc - 2006,TRIUMPH,ROCKET III 2300cc,2006,R$ 41.807,00, 826025-7
TRIUMPH - DAYTONA 955i - 2006,TRIUMPH,DAYTONA 955i,2006,R$ 20.743,00, 826026-5
TRIUMPH - BONNEVILLE T120 BLACK - 2017,TRIUMPH,BONNEVILLE T120 BLACK,2017,R$ 45.015,00, 826057-5
TRIUMPH - BONNEVILLE T120 BLACK - 2018,TRIUMPH,BONNEVILLE T120 BLACK,2018,R$ 47.974,00, 826057-5
TRIUMPH - SCRAMBLER 1200 XE - 2020,TRIUMPH,SCRAMBLER 1200 XE,2020,R$ 66.051,00, 826071-0
TRIUMPH - ROCKET III 2300cc - 2005,TRIUMPH,ROCKET III 2300cc,2005,R$ 40.487,00, 826025-7
TRIUMPH - SCRAMBLER 1200 XE - 2022,TRIUMPH,SCRAMBLER 1200 XE,2022,R$ 68.990,00, 826071-0
TRIUMPH - SCRAMBLER 900cc - 2010,TRIUMPH,SCRAMBLER 900cc,2010,R$ 25.916,00, 826031-1
TRIUMPH - BONNEVILLE T120 BLACK - 2020,TRIUMPH,BONNEVILLE T120 BLACK,2020,R$ 52.719,00, 826057-5
TRIUMPH - LEGEND 900 - 1999,TRIUMPH,LEGEND 900,1999,R$ 14.691,00, 826006-0
TRIUMPH - ROCKET III R 2500cc - 32000,TRIUMPH,ROCKET III R 2500cc,32000,R$ 123.262,00, 826074-5
